"","X1","indicador","periodo","valor_absoluto"
"3982",3982,"Self-care",2018-09-14,562
"3983",3983,"Primary care",2018-09-14,479
"3984",3984,"Primary care",2018-09-14,479
"3985",3985,"Other",2018-09-14,607
"3986",3986,"Other",2018-09-14,607
"3987",3987,"Primary care",2018-09-14,479
"3988",3988,"Primary care",2018-09-14,479
"3989",3989,"Other",2018-09-14,607
"3990",3990,"Other",2018-09-14,607
"3991",3991,"Self-care",2018-09-14,562
"3992",3992,"Self-care",2018-09-14,562
"3993",3993,"Poison Control hot-line",2018-09-14,21
"3994",3994,"Poison Control hot-line",2018-09-14,21
"3995",3995,"Prehospital Emergency Care",2018-09-14,103
"3996",3996,"Prehospital Emergency Care",2018-09-14,103
"3997",3997,"Emergency Care",2018-09-14,707
"3998",3998,"Emergency Care",2018-09-14,707
"3999",3999,"Poison Control hot-line",2018-09-14,21
"4000",4000,"Poison Control hot-line",2018-09-14,21
"4001",4001,"Prehospital Emergency Care",2018-09-14,103
"4002",4002,"Prehospital Emergency Care",2018-09-14,103
"4003",4003,"Poison Control hot-line",2018-09-13,30
"4004",4004,"Poison Control hot-line",2018-09-13,30
"4005",4005,"Self-care",2018-09-13,576
"4006",4006,"Self-care",2018-09-13,576
"4007",4007,"Emergency Care",2018-09-13,737
"4008",4008,"Emergency Care",2018-09-13,737
"4009",4009,"Primary care",2018-09-13,469
"4010",4010,"Primary care",2018-09-13,469
"4011",4011,"Self-care",2018-09-13,576
"4012",4012,"Self-care",2018-09-13,576
"4013",4013,"Prehospital Emergency Care",2018-09-13,92
"4014",4014,"Prehospital Emergency Care",2018-09-13,92
"4015",4015,"Other",2018-09-13,575
"4016",4016,"Other",2018-09-13,575
"4017",4017,"Emergency Care",2018-09-13,737
"4018",4018,"Emergency Care",2018-09-13,737
"4019",4019,"Prehospital Emergency Care",2018-09-13,92
"4020",4020,"Prehospital Emergency Care",2018-09-13,92
"4021",4021,"Other",2018-09-13,575
"4022",4022,"Other",2018-09-13,575
"4023",4023,"Primary care",2018-09-13,469
"4024",4024,"Primary care",2018-09-13,469
"4025",4025,"Poison Control hot-line",2018-09-13,30
"4026",4026,"Poison Control hot-line",2018-09-13,30
"4027",4027,"Self-care",2018-09-12,586
"4028",4028,"Self-care",2018-09-12,586
"4029",4029,"Other",2018-09-12,545
"4030",4030,"Other",2018-09-12,545
"4031",4031,"Poison Control hot-line",2018-09-12,29
"4032",4032,"Poison Control hot-line",2018-09-12,29
"4033",4033,"Poison Control hot-line",2018-09-12,29
"4034",4034,"Poison Control hot-line",2018-09-12,29
"4035",4035,"Emergency Care",2018-09-12,748
"4036",4036,"Emergency Care",2018-09-12,748
"4037",4037,"Other",2018-09-12,545
"4038",4038,"Other",2018-09-12,545
"4039",4039,"Self-care",2018-09-12,586
"4040",4040,"Self-care",2018-09-12,586
"4041",4041,"Primary care",2018-09-12,470
"4042",4042,"Primary care",2018-09-12,470
"4043",4043,"Primary care",2018-09-12,470
"4044",4044,"Primary care",2018-09-12,470
"4045",4045,"Prehospital Emergency Care",2018-09-12,101
"4046",4046,"Prehospital Emergency Care",2018-09-12,101
"4047",4047,"Prehospital Emergency Care",2018-09-12,101
"4048",4048,"Prehospital Emergency Care",2018-09-12,101
"4049",4049,"Emergency Care",2018-09-12,748
"4050",4050,"Emergency Care",2018-09-12,748
"4051",4051,"Primary care",2018-09-11,473
"4052",4052,"Primary care",2018-09-11,473
"4053",4053,"Self-care",2018-09-11,609
"4054",4054,"Self-care",2018-09-11,609
"4055",4055,"Emergency Care",2018-09-11,762
"4056",4056,"Emergency Care",2018-09-11,762
"4057",4057,"Prehospital Emergency Care",2018-09-11,114
"4058",4058,"Prehospital Emergency Care",2018-09-11,114
"4059",4059,"Other",2018-09-11,589
"4060",4060,"Other",2018-09-11,589
"4061",4061,"Poison Control hot-line",2018-09-11,17
"4062",4062,"Poison Control hot-line",2018-09-11,17
"4063",4063,"Other",2018-09-11,589
"4064",4064,"Other",2018-09-11,589
"4065",4065,"Self-care",2018-09-11,609
"4066",4066,"Self-care",2018-09-11,609
"4067",4067,"Prehospital Emergency Care",2018-09-11,114
"4068",4068,"Prehospital Emergency Care",2018-09-11,114
"4069",4069,"Emergency Care",2018-09-11,762
"4070",4070,"Emergency Care",2018-09-11,762
"4071",4071,"Poison Control hot-line",2018-09-11,17
"4072",4072,"Poison Control hot-line",2018-09-11,17
"4073",4073,"Primary care",2018-09-11,473
"4074",4074,"Primary care",2018-09-11,473
"4075",4075,"Poison Control hot-line",2018-09-10,37
"4076",4076,"Poison Control hot-line",2018-09-10,37
"4077",4077,"Other",2018-09-10,541
"4078",4078,"Other",2018-09-10,541
"4079",4079,"Emergency Care",2018-09-10,740
"4080",4080,"Emergency Care",2018-09-10,740
"4081",4081,"Poison Control hot-line",2018-09-10,37
"4082",4082,"Poison Control hot-line",2018-09-10,37
"4083",4083,"Primary care",2018-09-10,577
"4084",4084,"Primary care",2018-09-10,577
"4085",4085,"Primary care",2018-09-10,577
"4086",4086,"Primary care",2018-09-10,577
"4087",4087,"Prehospital Emergency Care",2018-09-10,122
"4088",4088,"Prehospital Emergency Care",2018-09-10,122
"4089",4089,"Self-care",2018-09-10,526
"4090",4090,"Self-care",2018-09-10,526
"4091",4091,"Self-care",2018-09-10,526
"4092",4092,"Self-care",2018-09-10,526
"4093",4093,"Prehospital Emergency Care",2018-09-10,122
"4094",4094,"Prehospital Emergency Care",2018-09-10,122
"4095",4095,"Other",2018-09-10,541
"4096",4096,"Other",2018-09-10,541
"4097",4097,"Emergency Care",2018-09-10,740
"4098",4098,"Emergency Care",2018-09-10,740
"4099",4099,"Primary care",2018-09-09,409
"4100",4100,"Primary care",2018-09-09,409
"4101",4101,"Emergency Care",2018-09-09,814
"4102",4102,"Emergency Care",2018-09-09,814
"4103",4103,"Poison Control hot-line",2018-09-09,22
"4104",4104,"Poison Control hot-line",2018-09-09,22
"4105",4105,"Prehospital Emergency Care",2018-09-09,96
"4106",4106,"Prehospital Emergency Care",2018-09-09,96
"4107",4107,"Other",2018-09-09,434
"4108",4108,"Other",2018-09-09,434
"4109",4109,"Self-care",2018-09-09,677
"4110",4110,"Self-care",2018-09-09,677
"4111",4111,"Primary care",2018-09-09,409
"4112",4112,"Primary care",2018-09-09,409
"4113",4113,"Emergency Care",2018-09-09,814
"4114",4114,"Emergency Care",2018-09-09,814
"4115",4115,"Poison Control hot-line",2018-09-09,22
"4116",4116,"Poison Control hot-line",2018-09-09,22
"4117",4117,"Self-care",2018-09-09,677
"4118",4118,"Self-care",2018-09-09,677
"4119",4119,"Prehospital Emergency Care",2018-09-09,96
"4120",4120,"Prehospital Emergency Care",2018-09-09,96
"4121",4121,"Other",2018-09-09,434
"4122",4122,"Other",2018-09-09,434
"4123",4123,"Self-care",2018-09-08,661
"4124",4124,"Self-care",2018-09-08,661
"4125",4125,"Prehospital Emergency Care",2018-09-08,119
"4126",4126,"Prehospital Emergency Care",2018-09-08,119
"4127",4127,"Poison Control hot-line",2018-09-08,29
"4128",4128,"Poison Control hot-line",2018-09-08,29
"4129",4129,"Emergency Care",2018-09-08,756
"4130",4130,"Emergency Care",2018-09-08,756
"4131",4131,"Self-care",2018-09-08,661
"4132",4132,"Self-care",2018-09-08,661
"4133",4133,"Primary care",2018-09-08,350
"4134",4134,"Primary care",2018-09-08,350
"4135",4135,"Other",2018-09-08,463
"4136",4136,"Other",2018-09-08,463
"4137",4137,"Poison Control hot-line",2018-09-08,29
"4138",4138,"Poison Control hot-line",2018-09-08,29
"4139",4139,"Primary care",2018-09-08,350
"4140",4140,"Primary care",2018-09-08,350
"4141",4141,"Other",2018-09-08,463
"4142",4142,"Other",2018-09-08,463
"4143",4143,"Emergency Care",2018-09-08,756
"4144",4144,"Emergency Care",2018-09-08,756
"4145",4145,"Prehospital Emergency Care",2018-09-08,119
"4146",4146,"Prehospital Emergency Care",2018-09-08,119
"4147",4147,"Self-care",2018-09-07,523
"4148",4148,"Self-care",2018-09-07,523
"4149",4149,"Primary care",2018-09-07,433
"4150",4150,"Primary care",2018-09-07,433
"4151",4151,"Poison Control hot-line",2018-09-07,22
"4152",4152,"Poison Control hot-line",2018-09-07,22
"4153",4153,"Self-care",2018-09-07,523
"4154",4154,"Self-care",2018-09-07,523
"4155",4155,"Other",2018-09-07,550
"4156",4156,"Other",2018-09-07,550
"4157",4157,"Prehospital Emergency Care",2018-09-07,115
"4158",4158,"Prehospital Emergency Care",2018-09-07,115
"4159",4159,"Other",2018-09-07,550
"4160",4160,"Other",2018-09-07,550
"4161",4161,"Poison Control hot-line",2018-09-07,22
"4162",4162,"Poison Control hot-line",2018-09-07,22
"4163",4163,"Emergency Care",2018-09-07,720
"4164",4164,"Emergency Care",2018-09-07,720
"4165",4165,"Primary care",2018-09-07,433
"4166",4166,"Primary care",2018-09-07,433
"4167",4167,"Emergency Care",2018-09-07,720
"4168",4168,"Emergency Care",2018-09-07,720
"4169",4169,"Prehospital Emergency Care",2018-09-07,115
"4170",4170,"Prehospital Emergency Care",2018-09-07,115
"4171",4171,"Emergency Care",2018-09-06,709
"4172",4172,"Emergency Care",2018-09-06,709
"4173",4173,"Poison Control hot-line",2018-09-06,18
"4174",4174,"Poison Control hot-line",2018-09-06,18
"4175",4175,"Primary care",2018-09-06,451
"4176",4176,"Primary care",2018-09-06,451
"4177",4177,"Emergency Care",2018-09-06,709
"4178",4178,"Emergency Care",2018-09-06,709
"4179",4179,"Poison Control hot-line",2018-09-06,18
"4180",4180,"Poison Control hot-line",2018-09-06,18
"4181",4181,"Other",2018-09-06,531
"4182",4182,"Other",2018-09-06,531
"4183",4183,"Self-care",2018-09-06,528
"4184",4184,"Self-care",2018-09-06,528
"4185",4185,"Primary care",2018-09-06,451
"4186",4186,"Primary care",2018-09-06,451
"4187",4187,"Other",2018-09-06,531
"4188",4188,"Other",2018-09-06,531
"4189",4189,"Prehospital Emergency Care",2018-09-06,120
"4190",4190,"Prehospital Emergency Care",2018-09-06,120
"4191",4191,"Prehospital Emergency Care",2018-09-06,120
"4192",4192,"Prehospital Emergency Care",2018-09-06,120
"4193",4193,"Self-care",2018-09-06,528
"4194",4194,"Self-care",2018-09-06,528
"4195",4195,"Primary care",2018-09-05,470
"4196",4196,"Primary care",2018-09-05,470
"4197",4197,"Primary care",2018-09-05,470
"4198",4198,"Primary care",2018-09-05,470
"4199",4199,"Prehospital Emergency Care",2018-09-05,127
"4200",4200,"Prehospital Emergency Care",2018-09-05,127
"4201",4201,"Other",2018-09-05,486
"4202",4202,"Other",2018-09-05,486
"4203",4203,"Prehospital Emergency Care",2018-09-05,127
"4204",4204,"Prehospital Emergency Care",2018-09-05,127
"4205",4205,"Emergency Care",2018-09-05,723
"4206",4206,"Emergency Care",2018-09-05,723
"4207",4207,"Poison Control hot-line",2018-09-05,17
"4208",4208,"Poison Control hot-line",2018-09-05,17
"4209",4209,"Self-care",2018-09-05,546
"4210",4210,"Self-care",2018-09-05,546
"4211",4211,"Self-care",2018-09-05,546
"4212",4212,"Self-care",2018-09-05,546
"4213",4213,"Other",2018-09-05,486
"4214",4214,"Other",2018-09-05,486
"4215",4215,"Emergency Care",2018-09-05,723
"4216",4216,"Emergency Care",2018-09-05,723
"4217",4217,"Poison Control hot-line",2018-09-05,17
"4218",4218,"Poison Control hot-line",2018-09-05,17
"4219",4219,"Primary care",2018-09-04,476
"4220",4220,"Primary care",2018-09-04,476
"4221",4221,"Poison Control hot-line",2018-09-04,31
"4222",4222,"Poison Control hot-line",2018-09-04,31
"4223",4223,"Self-care",2018-09-04,537
"4224",4224,"Self-care",2018-09-04,537
"4225",4225,"Poison Control hot-line",2018-09-04,31
"4226",4226,"Poison Control hot-line",2018-09-04,31
"4227",4227,"Primary care",2018-09-04,476
"4228",4228,"Primary care",2018-09-04,476
"4229",4229,"Emergency Care",2018-09-04,694
"4230",4230,"Emergency Care",2018-09-04,694
"4231",4231,"Self-care",2018-09-04,537
"4232",4232,"Self-care",2018-09-04,537
"4233",4233,"Prehospital Emergency Care",2018-09-04,84
"4234",4234,"Prehospital Emergency Care",2018-09-04,84
"4235",4235,"Prehospital Emergency Care",2018-09-04,84
"4236",4236,"Prehospital Emergency Care",2018-09-04,84
"4237",4237,"Other",2018-09-04,517
"4238",4238,"Other",2018-09-04,517
"4239",4239,"Emergency Care",2018-09-04,694
"4240",4240,"Emergency Care",2018-09-04,694
"4241",4241,"Other",2018-09-04,517
"4242",4242,"Other",2018-09-04,517
"4243",4243,"Primary care",2018-09-03,516
"4244",4244,"Primary care",2018-09-03,516
"4245",4245,"Prehospital Emergency Care",2018-09-03,95
"4246",4246,"Prehospital Emergency Care",2018-09-03,95
"4247",4247,"Poison Control hot-line",2018-09-03,37
"4248",4248,"Poison Control hot-line",2018-09-03,37
"4249",4249,"Other",2018-09-03,595
"4250",4250,"Other",2018-09-03,595
"4251",4251,"Self-care",2018-09-03,514
"4252",4252,"Self-care",2018-09-03,514
"4253",4253,"Prehospital Emergency Care",2018-09-03,95
"4254",4254,"Prehospital Emergency Care",2018-09-03,95
"4255",4255,"Primary care",2018-09-03,516
"4256",4256,"Primary care",2018-09-03,516
"4257",4257,"Emergency Care",2018-09-03,787
"4258",4258,"Emergency Care",2018-09-03,787
"4259",4259,"Self-care",2018-09-03,514
"4260",4260,"Self-care",2018-09-03,514
"4261",4261,"Emergency Care",2018-09-03,787
"4262",4262,"Emergency Care",2018-09-03,787
"4263",4263,"Poison Control hot-line",2018-09-03,37
"4264",4264,"Poison Control hot-line",2018-09-03,37
"4265",4265,"Other",2018-09-03,595
"4266",4266,"Other",2018-09-03,595
"4267",4267,"Self-care",2018-09-02,579
"4268",4268,"Self-care",2018-09-02,579
"4269",4269,"Emergency Care",2018-09-02,835
"4270",4270,"Emergency Care",2018-09-02,835
"4271",4271,"Poison Control hot-line",2018-09-02,24
"4272",4272,"Poison Control hot-line",2018-09-02,24
"4273",4273,"Other",2018-09-02,447
"4274",4274,"Other",2018-09-02,447
"4275",4275,"Self-care",2018-09-02,579
"4276",4276,"Self-care",2018-09-02,579
"4277",4277,"Primary care",2018-09-02,336
"4278",4278,"Primary care",2018-09-02,336
"4279",4279,"Prehospital Emergency Care",2018-09-02,98
"4280",4280,"Prehospital Emergency Care",2018-09-02,98
"4281",4281,"Emergency Care",2018-09-02,835
"4282",4282,"Emergency Care",2018-09-02,835
"4283",4283,"Poison Control hot-line",2018-09-02,24
"4284",4284,"Poison Control hot-line",2018-09-02,24
"4285",4285,"Primary care",2018-09-02,336
"4286",4286,"Primary care",2018-09-02,336
"4287",4287,"Prehospital Emergency Care",2018-09-02,98
"4288",4288,"Prehospital Emergency Care",2018-09-02,98
"4289",4289,"Other",2018-09-02,447
"4290",4290,"Other",2018-09-02,447
"4291",4291,"Poison Control hot-line",2018-09-01,35
"4292",4292,"Poison Control hot-line",2018-09-01,35
"4293",4293,"Other",2018-09-01,456
"4294",4294,"Other",2018-09-01,456
"4295",4295,"Emergency Care",2018-09-01,814
"4296",4296,"Emergency Care",2018-09-01,814
"4297",4297,"Emergency Care",2018-09-01,814
"4298",4298,"Emergency Care",2018-09-01,814
"4299",4299,"Prehospital Emergency Care",2018-09-01,95
"4300",4300,"Prehospital Emergency Care",2018-09-01,95
"4301",4301,"Prehospital Emergency Care",2018-09-01,95
"4302",4302,"Prehospital Emergency Care",2018-09-01,95
"4303",4303,"Primary care",2018-09-01,366
"4304",4304,"Primary care",2018-09-01,366
"4305",4305,"Other",2018-09-01,456
"4306",4306,"Other",2018-09-01,456
"4307",4307,"Self-care",2018-09-01,607
"4308",4308,"Self-care",2018-09-01,607
"4309",4309,"Poison Control hot-line",2018-09-01,35
"4310",4310,"Poison Control hot-line",2018-09-01,35
"4311",4311,"Self-care",2018-09-01,607
"4312",4312,"Self-care",2018-09-01,607
"4313",4313,"Primary care",2018-09-01,366
"4314",4314,"Primary care",2018-09-01,366
"4315",4315,"Primary care",2018-08-31,412
"4316",4316,"Primary care",2018-08-31,412
"4317",4317,"Prehospital Emergency Care",2018-08-31,98
"4318",4318,"Prehospital Emergency Care",2018-08-31,98
"4319",4319,"Other",2018-08-31,495
"4320",4320,"Other",2018-08-31,495
"4321",4321,"Prehospital Emergency Care",2018-08-31,98
"4322",4322,"Prehospital Emergency Care",2018-08-31,98
"4323",4323,"Self-care",2018-08-31,517
"4324",4324,"Self-care",2018-08-31,517
"4325",4325,"Other",2018-08-31,495
"4326",4326,"Other",2018-08-31,495
"4327",4327,"Emergency Care",2018-08-31,738
"4328",4328,"Emergency Care",2018-08-31,738
"4329",4329,"Self-care",2018-08-31,517
"4330",4330,"Self-care",2018-08-31,517
"4331",4331,"Poison Control hot-line",2018-08-31,22
"4332",4332,"Poison Control hot-line",2018-08-31,22
"4333",4333,"Poison Control hot-line",2018-08-31,22
"4334",4334,"Poison Control hot-line",2018-08-31,22
"4335",4335,"Primary care",2018-08-31,412
"4336",4336,"Primary care",2018-08-31,412
"4337",4337,"Emergency Care",2018-08-31,738
"4338",4338,"Emergency Care",2018-08-31,738
"4339",4339,"Emergency Care",2018-08-30,732
"4340",4340,"Emergency Care",2018-08-30,732
"4341",4341,"Other",2018-08-30,494
"4342",4342,"Other",2018-08-30,494
"4343",4343,"Prehospital Emergency Care",2018-08-30,104
"4344",4344,"Prehospital Emergency Care",2018-08-30,104
"4345",4345,"Primary care",2018-08-30,479
"4346",4346,"Primary care",2018-08-30,479
"4347",4347,"Poison Control hot-line",2018-08-30,25
"4348",4348,"Poison Control hot-line",2018-08-30,25
"4349",4349,"Poison Control hot-line",2018-08-30,25
"4350",4350,"Poison Control hot-line",2018-08-30,25
"4351",4351,"Prehospital Emergency Care",2018-08-30,104
"4352",4352,"Prehospital Emergency Care",2018-08-30,104
"4353",4353,"Primary care",2018-08-30,479
"4354",4354,"Primary care",2018-08-30,479
"4355",4355,"Other",2018-08-30,494
"4356",4356,"Other",2018-08-30,494
"4357",4357,"Self-care",2018-08-30,502
"4358",4358,"Self-care",2018-08-30,502
"4359",4359,"Self-care",2018-08-30,502
"4360",4360,"Self-care",2018-08-30,502
"4361",4361,"Emergency Care",2018-08-30,732
"4362",4362,"Emergency Care",2018-08-30,732
"4363",4363,"Emergency Care",2018-08-29,736
"4364",4364,"Emergency Care",2018-08-29,736
"4365",4365,"Prehospital Emergency Care",2018-08-29,116
"4366",4366,"Prehospital Emergency Care",2018-08-29,116
"4367",4367,"Self-care",2018-08-29,528
"4368",4368,"Self-care",2018-08-29,528
"4369",4369,"Primary care",2018-08-29,431
"4370",4370,"Primary care",2018-08-29,431
"4371",4371,"Emergency Care",2018-08-29,736
"4372",4372,"Emergency Care",2018-08-29,736
"4373",4373,"Prehospital Emergency Care",2018-08-29,116
"4374",4374,"Prehospital Emergency Care",2018-08-29,116
"4375",4375,"Poison Control hot-line",2018-08-29,17
"4376",4376,"Poison Control hot-line",2018-08-29,17
"4377",4377,"Other",2018-08-29,439
"4378",4378,"Other",2018-08-29,439
"4379",4379,"Self-care",2018-08-29,528
"4380",4380,"Self-care",2018-08-29,528
"4381",4381,"Primary care",2018-08-29,431
"4382",4382,"Primary care",2018-08-29,431
"4383",4383,"Poison Control hot-line",2018-08-29,17
"4384",4384,"Poison Control hot-line",2018-08-29,17
"4385",4385,"Other",2018-08-29,439
"4386",4386,"Other",2018-08-29,439
"4387",4387,"Primary care",2018-08-28,515
"4388",4388,"Primary care",2018-08-28,515
"4389",4389,"Emergency Care",2018-08-28,778
"4390",4390,"Emergency Care",2018-08-28,778
"4391",4391,"Poison Control hot-line",2018-08-28,24
"4392",4392,"Poison Control hot-line",2018-08-28,24
"4393",4393,"Other",2018-08-28,497
"4394",4394,"Other",2018-08-28,497
"4395",4395,"Self-care",2018-08-28,612
"4396",4396,"Self-care",2018-08-28,612
"4397",4397,"Emergency Care",2018-08-28,778
"4398",4398,"Emergency Care",2018-08-28,778
"4399",4399,"Prehospital Emergency Care",2018-08-28,92
"4400",4400,"Prehospital Emergency Care",2018-08-28,92
"4401",4401,"Prehospital Emergency Care",2018-08-28,92
"4402",4402,"Prehospital Emergency Care",2018-08-28,92
"4403",4403,"Poison Control hot-line",2018-08-28,24
"4404",4404,"Poison Control hot-line",2018-08-28,24
"4405",4405,"Self-care",2018-08-28,612
"4406",4406,"Self-care",2018-08-28,612
"4407",4407,"Primary care",2018-08-28,515
